ID,Nome,Idade,Setor,Cidade,CPF,RG,Formacao,Tempo_Empresa_Meses,Data_Aniversario,Funcao_Atual,Data_Admissao,Status
2728,Funcionário 2728,38,Marketing,Porto Alegre,586.618.248-34,9204609-8,Tecnólogo,2,1986-05-03,Gerente de Marketing,2024-10-19,Ativo
2729,Funcionário 2729,54,Qualidade,Manaus,531.419.887-81,3886103-1,Pós-graduação,24,1970-07-07,Auditor,2022-12-21,Ativo
2730,Funcionário 2730,45,Marketing,Recife,223.399.821-97,8734732-1,Pós-graduação,14,1979-10-26,Gerente de Marketing,2023-10-06,Desligado
2731,Funcionário 2731,34,Produto,Brasília,320.448.456-44,5461373-1,Tecnólogo,5,1990-08-03,Product Manager,2024-07-17,Ativo
2732,Funcionário 2732,28,Qualidade,Curitiba,766.045.689-03,7742249-4,Ensino Médio,20,1996-10-03,Auditor,2023-04-18,Ativo
2733,Funcionário 2733,29,Gente & Gestão,Vitória,576.776.576-64,7611043-0,Pós-graduação,10,1995-07-28,Gerente de RH,2024-02-28,Ativo
2734,Funcionário 2734,44,Comercial,Belém,852.085.296-37,2184633-7,Graduação,15,1980-06-11,Analista Comercial,2023-09-29,Ativo
2735,Funcionário 2735,57,Suporte,Porto Alegre,504.998.878-08,3409061-7,Graduação,26,1967-10-18,Analista de Suporte,2022-10-03,Ativo
2736,Funcionário 2736,40,Comercial,Manaus,544.220.618-01,3854940-9,MBA,11,1984-12-02,Analista Comercial,2024-01-11,Ativo
2737,Funcionário 2737,38,Qualidade,Fortaleza,873.864.006-67,8244272-3,Mestrado,3,1986-03-10,Coordenador de Qualidade,2024-09-07,Ativo
2738,Funcionário 2738,24,Financeiro,Belo Horizonte,903.214.303-44,5010851-3,Doutorado,29,2000-09-23,Analista Financeiro,2022-07-02,Ativo
2739,Funcionário 2739,43,Inovação,Vitória,011.184.065-16,9775661-7,Mestrado,19,1981-09-18,Analista de Inovação,2023-05-31,Ativo
2740,Funcionário 2740,51,Qualidade,Vitória,552.452.961-79,8674889-4,Ensino Médio,12,1973-02-09,Coordenador de Qualidade,2023-12-05,Ativo
2741,Funcionário 2741,43,Gente & Gestão,São Paulo,578.351.798-49,2493042-3,MBA,22,1981-11-17,Analista de RH,2023-02-14,Ativo
2742,Funcionário 2742,42,Vendas,São Paulo,556.696.338-22,5199941-1,Doutorado,12,1982-12-24,Vendedor,2023-12-29,Ativo
2743,Funcionário 2743,52,Inovação,Fortaleza,782.560.199-80,8123072-9,Mestrado,28,1972-12-14,Product Manager,2022-08-16,Desligado
2744,Funcionário 2744,33,Inovação,Belo Horizonte,476.293.684-70,2961636-7,MBA,26,1991-07-17,Product Manager,2022-10-09,Ativo
2745,Funcionário 2745,26,Vendas,Goiânia,973.679.901-87,9295548-1,Mestrado,35,1998-03-21,Coordenador de Vendas,2022-01-09,Ativo
2746,Funcionário 2746,51,Financeiro,Joinville,909.520.387-57,7129228-1,Tecnólogo,25,1973-02-05,Analista Financeiro,2022-11-22,Desligado
2747,Funcionário 2747,50,Suporte,Vitória,904.562.446-03,6646903-6,Doutorado,23,1974-03-02,Analista de Suporte,2023-01-10,Desligado
2748,Funcionário 2748,56,Gente & Gestão,Florianópolis,633.935.082-88,3151287-5,Tecnólogo,16,1968-04-24,Analista de RH,2023-08-13,Desligado
2749,Funcionário 2749,37,Tecnologia,Natal,381.403.075-30,5761675-1,Mestrado,14,1987-10-25,Arquiteto,2023-10-04,Ativo
2750,Funcionário 2750,53,Financeiro,Joinville,420.248.435-57,4562779-3,Tecnólogo,32,1971-08-09,Gerente Financeiro,2022-04-11,Ativo
2751,Funcionário 2751,39,Tecnologia,Recife,280.999.702-09,4392549-1,MBA,18,1985-05-01,QA Engineer,2023-06-27,Ativo
2752,Funcionário 2752,40,Qualidade,Brasília,090.771.823-06,3167929-7,Mestrado,13,1984-12-23,Auditor,2023-11-04,Ativo
2753,Funcionário 2753,29,Marketing,Joinville,737.655.476-97,8982855-3,Mestrado,31,1995-08-05,Especialista em SEO,2022-05-13,Ativo
2754,Funcionário 2754,26,Vendas,Brasília,554.814.712-99,5145031-9,Tecnólogo,9,1998-07-14,Vendedor,2024-03-08,Desligado
2755,Funcionário 2755,28,Inovação,Fortaleza,392.942.702-89,2647890-3,Mestrado,31,1996-06-02,Product Manager,2022-05-22,Ativo
2756,Funcionário 2756,54,Tecnologia,Manaus,433.906.279-01,8490408-7,Pós-graduação,13,1970-09-06,QA Engineer,2023-11-08,Ativo
2757,Funcionário 2757,57,Inovação,Natal,339.129.903-79,3483669-7,Graduação,5,1967-02-23,Innovation Lead,2024-07-10,Ativo
2758,Funcionário 2758,50,Marketing,Belo Horizonte,593.955.714-70,8070294-2,Mestrado,23,1974-02-26,Gerente de Marketing,2023-01-06,Ativo
2759,Funcionário 2759,59,Atendimento,Natal,206.591.004-60,4617009-6,Graduação,19,1965-04-13,Atendente,2023-05-30,Ativo
2760,Funcionário 2760,27,Marketing,São Paulo,444.329.691-30,1125082-0,MBA,18,1997-03-06,Gerente de Marketing,2023-06-02,Ativo
2761,Funcionário 2761,33,Marketing,Fortaleza,722.768.352-49,9510593-7,Mestrado,4,1991-09-02,Especialista em SEO,2024-08-03,Ativo
2762,Funcionário 2762,39,Inovação,Natal,857.109.338-56,1727920-0,Doutorado,10,1985-04-02,Analista de Inovação,2024-02-02,Desligado
2763,Funcionário 2763,51,Gente & Gestão,São Paulo,632.586.775-06,3023257-7,Ensino Médio,16,1973-07-12,Especialista em Folha,2023-08-04,Ativo
2764,Funcionário 2764,34,Comercial,Joinville,284.703.446-33,7350865-5,Mestrado,21,1990-04-06,Vendedor,2023-03-20,Ativo
2765,Funcionário 2765,46,Comercial,Natal,684.154.635-02,6261035-1,Pós-graduação,27,1978-08-11,Executivo de Contas,2022-09-05,Ativo
2766,Funcionário 2766,26,Suporte,Recife,851.769.659-09,7909546-0,Tecnólogo,11,1998-10-14,Técnico de Suporte,2024-01-10,Ativo
2767,Funcionário 2767,53,Gente & Gestão,Recife,033.752.296-07,2481020-0,MBA,17,1971-09-09,Analista de RH,2023-07-12,Ativo
2768,Funcionário 2768,43,Inovação,São Paulo,922.251.455-63,4321219-7,Ensino Médio,3,1981-10-21,Product Manager,2024-09-09,Ativo
2769,Funcionário 2769,29,Inovação,Porto Alegre,237.660.414-10,4101863-9,Graduação,26,1995-07-10,Innovation Lead,2022-10-22,Ativo
2770,Funcionário 2770,49,Vendas,Goiânia,708.137.229-50,4360746-5,Doutorado,26,1975-02-01,Coordenador de Vendas,2022-10-20,Ativo
2771,Funcionário 2771,47,Marketing,Goiânia,243.922.950-44,6127318-9,Mestrado,30,1977-12-22,Especialista em SEO,2022-06-28,Ativo
2772,Funcionário 2772,32,Gente & Gestão,Vitória,628.407.695-90,8849014-8,Graduação,22,1992-10-02,Especialista em Folha,2023-02-10,Ativo
2773,Funcionário 2773,50,Inovação,Curitiba,347.679.007-00,8230000-6,Graduação,1,1974-03-10,Innovation Lead,2024-11-01,Ativo
2774,Funcionário 2774,34,Qualidade,Vitória,694.836.094-70,6972370-0,Tecnólogo,21,1990-09-14,Analista de Qualidade,2023-03-07,Ativo
2775,Funcionário 2775,32,Atendimento,Fortaleza,855.925.629-69,3455225-3,Graduação,3,1992-03-13,Supervisor de Atendimento,2024-09-03,Ativo
2776,Funcionário 2776,52,Tecnologia,Belém,257.273.468-00,5537933-7,Tecnólogo,24,1972-08-02,Desenvolvedor,2022-12-06,Ativo
2777,Funcionário 2777,54,Tecnologia,Goiânia,233.446.661-18,6004008-9,Doutorado,32,1970-06-04,DevOps,2022-04-05,Ativo
2778,Funcionário 2778,59,Operações,Manaus,618.068.628-91,9753974-7,Ensino Médio,9,1965-12-24,Supervisor,2024-03-01,Ativo
2779,Funcionário 2779,25,Marketing,Natal,924.494.039-65,6435975-6,Pós-graduação,11,1999-02-17,Especialista em SEO,2024-01-08,Ativo
2780,Funcionário 2780,55,Produto,Vitória,134.408.833-37,3035162-6,Pós-graduação,29,1969-09-08,Analista de Produto,2022-07-27,Ativo
2781,Funcionário 2781,30,Vendas,Brasília,934.769.123-29,5155754-9,Mestrado,2,1994-08-20,Vendedor,2024-10-08,Ativo
2782,Funcionário 2782,44,Gente & Gestão,Rio de Janeiro,801.220.163-19,1521425-0,Pós-graduação,29,1980-09-25,Analista de RH,2022-07-16,Ativo
2783,Funcionário 2783,23,Produto,Joinville,239.152.313-04,4638154-1,Pós-graduação,19,2001-07-21,Product Owner,2023-05-12,Ativo
2784,Funcionário 2784,35,Marketing,Manaus,409.821.270-65,8154596-7,Ensino Médio,23,1989-04-04,Especialista em SEO,2023-01-11,Ativo
2785,Funcionário 2785,47,Comercial,Curitiba,201.295.903-20,6372066-6,Doutorado,29,1977-11-25,Analista Comercial,2022-07-20,Ativo
2786,Funcionário 2786,35,Operações,Recife,900.019.176-92,5932935-4,Mestrado,12,1989-04-27,Supervisor,2023-12-03,Ativo
2787,Funcionário 2787,38,Vendas,Belém,834.387.151-04,8304182-9,Pós-graduação,14,1986-05-24,Vendedor,2023-10-03,Ativo
2788,Funcionário 2788,34,Suporte,Manaus,117.087.027-92,5270062-0,Ensino Médio,26,1990-09-06,Coordenador de Suporte,2022-10-16,Ativo
2789,Funcionário 2789,58,Vendas,Natal,093.808.349-00,2900119-6,Ensino Médio,28,1966-03-27,Gerente de Vendas,2022-08-22,Ativo
2790,Funcionário 2790,44,Operações,Salvador,005.932.418-00,6877112-2,Doutorado,20,1980-03-22,Coordenador Operacional,2023-04-24,Ativo
2791,Funcionário 2791,33,Financeiro,Rio de Janeiro,762.520.213-50,6810325-4,Tecnólogo,28,1991-02-14,Contador,2022-08-17,Ativo
2792,Funcionário 2792,59,Comercial,Goiânia,283.267.011-30,8264641-7,Pós-graduação,8,1965-08-17,Analista Comercial,2024-04-01,Desligado
2793,Funcionário 2793,29,Marketing,Brasília,862.902.515-89,3840131-6,Ensino Médio,23,1995-09-13,Especialista em SEO,2023-01-22,Ativo
2794,Funcionário 2794,36,Financeiro,Manaus,730.220.994-44,6670844-3,Ensino Médio,30,1988-08-22,Controller,2022-06-21,Ativo
2795,Funcionário 2795,43,Inovação,Brasília,040.531.984-37,8505433-5,MBA,30,1981-01-22,Innovation Lead,2022-06-02,Ativo
2796,Funcionário 2796,43,Gente & Gestão,Vitória,508.485.284-92,9331118-8,MBA,8,1981-08-15,Especialista em Folha,2024-04-25,Desligado
2797,Funcionário 2797,41,Tecnologia,Natal,467.970.083-10,5934437-0,Mestrado,34,1983-11-15,QA Engineer,2022-02-18,Ativo
2798,Funcionário 2798,44,Marketing,Curitiba,583.550.172-26,8427120-3,Doutorado,6,1980-03-15,Especialista em SEO,2024-06-23,Ativo
2799,Funcionário 2799,58,Financeiro,Curitiba,282.901.832-08,3644930-1,Tecnólogo,35,1966-06-04,Contador,2022-01-23,Desligado
2800,Funcionário 2800,26,Comercial,Recife,340.636.801-85,1695539-6,Doutorado,33,1998-06-01,Executivo de Contas,2022-03-22,Ativo
2801,Funcionário 2801,36,Produto,Salvador,511.747.117-28,6899602-7,Graduação,32,1988-11-13,Product Owner,2022-04-11,Ativo
2802,Funcionário 2802,46,Vendas,Belém,968.863.124-80,1423454-4,Ensino Médio,32,1978-08-24,Vendedor,2022-04-25,Ativo
2803,Funcionário 2803,30,Inovação,Natal,481.388.190-49,5603244-5,Mestrado,27,1994-02-25,Product Manager,2022-09-12,Ativo
2804,Funcionário 2804,44,Tecnologia,Joinville,676.776.195-84,1486328-1,MBA,27,1980-05-19,Desenvolvedor,2022-09-22,Ativo
2805,Funcionário 2805,51,Financeiro,São Paulo,709.217.645-02,1673134-2,Ensino Médio,30,1973-08-28,Gerente Financeiro,2022-06-03,Ativo
2806,Funcionário 2806,57,Qualidade,Belo Horizonte,238.045.347-08,3281447-5,MBA,2,1967-03-15,Auditor,2024-10-30,Ativo
2807,Funcionário 2807,29,Qualidade,Belém,320.959.284-58,4954732-5,Graduação,0,1995-10-18,Analista de Qualidade,2024-12-09,Ativo
2808,Funcionário 2808,46,Marketing,Natal,872.729.933-32,1266695-2,Tecnólogo,13,1978-12-16,Gerente de Marketing,2023-11-27,Ativo
2809,Funcionário 2809,52,Qualidade,Manaus,409.398.663-07,9954259-4,Doutorado,0,1972-05-25,Coordenador de Qualidade,2024-12-18,Ativo
2810,Funcionário 2810,53,Comercial,Porto Alegre,427.398.356-71,2299240-8,Ensino Médio,12,1971-03-23,Gerente Comercial,2023-12-12,Ativo
2811,Funcionário 2811,22,Suporte,Natal,867.622.735-72,1049878-6,MBA,20,2002-04-28,Coordenador de Suporte,2023-04-08,Ativo
2812,Funcionário 2812,49,Qualidade,Porto Alegre,201.663.340-90,2541259-5,MBA,28,1975-05-23,Analista de Qualidade,2022-08-27,Ativo
2813,Funcionário 2813,38,Marketing,Belém,634.526.362-16,4643160-3,Pós-graduação,0,1986-09-14,Especialista em SEO,2024-12-17,Ativo
2814,Funcionário 2814,53,Gente & Gestão,Curitiba,570.444.551-90,3471253-1,Doutorado,15,1971-04-09,Especialista em Folha,2023-09-20,Ativo
2815,Funcionário 2815,36,Comercial,Belo Horizonte,117.549.449-65,2359848-8,Ensino Médio,13,1988-08-21,Analista Comercial,2023-11-12,Ativo
2816,Funcionário 2816,41,Vendas,Fortaleza,842.463.815-86,7842930-4,MBA,30,1983-03-20,Coordenador de Vendas,2022-06-02,Desligado
2817,Funcionário 2817,54,Operações,Brasília,792.464.299-40,4427542-5,Mestrado,2,1970-08-06,Analista de Operações,2024-10-23,Ativo
2818,Funcionário 2818,40,Tecnologia,São Paulo,399.875.915-82,3000336-4,MBA,19,1984-01-02,Analista de Sistemas,2023-05-07,Ativo
2819,Funcionário 2819,48,Operações,Fortaleza,518.347.923-20,3877565-4,Mestrado,32,1976-06-15,Analista de Operações,2022-04-10,Ativo
2820,Funcionário 2820,51,Suporte,Rio de Janeiro,531.081.246-68,7441237-2,Tecnólogo,15,1973-04-24,Coordenador de Suporte,2023-09-07,Ativo
2821,Funcionário 2821,40,Suporte,Manaus,430.146.066-77,7932687-3,Doutorado,9,1984-02-24,Coordenador de Suporte,2024-03-08,Desligado
2822,Funcionário 2822,48,Vendas,Curitiba,749.121.879-25,2300680-4,Pós-graduação,33,1976-07-11,Gerente de Vendas,2022-03-17,Desligado
2823,Funcionário 2823,28,Inovação,Curitiba,715.901.125-20,2365609-6,Pós-graduação,35,1996-03-24,Product Manager,2022-01-05,Ativo
2824,Funcionário 2824,47,Operações,Florianópolis,004.027.289-39,2892806-2,Ensino Médio,7,1977-09-08,Analista de Operações,2024-05-01,Ativo
2825,Funcionário 2825,41,Atendimento,Belém,086.149.842-94,7627495-6,Tecnólogo,10,1983-01-28,Analista de Atendimento,2024-02-01,Ativo
2826,Funcionário 2826,38,Operações,Belém,997.842.001-04,3288663-4,Pós-graduação,16,1986-02-09,Coordenador Operacional,2023-08-09,Ativo
2827,Funcionário 2827,22,Marketing,Porto Alegre,607.372.386-58,3846375-8,Mestrado,31,2002-12-12,Especialista em SEO,2022-05-19,Ativo
2828,Funcionário 2828,23,Qualidade,Salvador,599.475.763-29,3859450-9,Graduação,3,2001-12-25,Coordenador de Qualidade,2024-09-30,Ativo
2829,Funcionário 2829,47,Gente & Gestão,Goiânia,305.577.979-77,1266238-7,Pós-graduação,0,1977-04-13,Especialista em Folha,2024-12-30,Ativo
2830,Funcionário 2830,47,Comercial,Brasília,410.593.948-39,4856837-9,Tecnólogo,29,1977-06-01,Analista Comercial,2022-07-31,Ativo
2831,Funcionário 2831,35,Marketing,Rio de Janeiro,035.602.858-52,8139290-0,Doutorado,8,1989-10-21,Analista de Marketing,2024-04-19,Ativo
2832,Funcionário 2832,39,Operações,Rio de Janeiro,963.547.607-80,1955302-1,Mestrado,14,1985-02-26,Coordenador Operacional,2023-10-31,Ativo
2833,Funcionário 2833,44,Suporte,Rio de Janeiro,842.622.644-24,3192039-4,Doutorado,28,1980-09-01,Analista de Suporte,2022-08-01,Ativo
2834,Funcionário 2834,45,Qualidade,Natal,594.085.935-61,5637554-3,Doutorado,8,1979-06-08,Coordenador de Qualidade,2024-04-10,Ativo
2835,Funcionário 2835,23,Operações,Belém,779.507.655-69,5227980-8,Pós-graduação,5,2001-04-16,Supervisor,2024-07-28,Ativo
2836,Funcionário 2836,30,Comercial,São Paulo,525.122.584-91,1861987-1,Graduação,7,1994-08-26,Vendedor,2024-05-08,Ativo
2837,Funcionário 2837,58,Produto,Belo Horizonte,752.279.294-08,7667408-7,Graduação,7,1966-06-06,Analista de Produto,2024-05-26,Ativo
2838,Funcionário 2838,55,Qualidade,Rio de Janeiro,499.902.038-65,1987338-8,Doutorado,13,1969-05-02,Auditor,2023-11-27,Ativo
2839,Funcionário 2839,54,Vendas,Belém,415.912.426-73,6716143-1,Doutorado,14,1970-08-11,Gerente de Vendas,2023-10-18,Ativo
2840,Funcionário 2840,53,Comercial,Florianópolis,397.635.294-25,8287790-2,Ensino Médio,7,1971-02-10,Gerente Comercial,2024-05-04,Desligado
2841,Funcionário 2841,26,Vendas,Belém,040.852.063-97,9845117-9,Mestrado,22,1998-05-14,Vendedor,2023-02-23,Desligado
2842,Funcionário 2842,53,Suporte,Porto Alegre,787.372.826-97,4666023-8,Pós-graduação,12,1971-10-27,Técnico de Suporte,2023-12-17,Ativo
2843,Funcionário 2843,42,Operações,Recife,041.917.160-69,4882367-0,Doutorado,19,1982-04-27,Analista de Operações,2023-05-18,Ativo
2844,Funcionário 2844,46,Financeiro,Manaus,854.418.436-75,1266641-9,Ensino Médio,7,1978-01-22,Controller,2024-05-30,Ativo
2845,Funcionário 2845,44,Operações,Joinville,313.788.021-10,9145722-6,Tecnólogo,33,1980-10-08,Gerente de Operações,2022-03-06,Ativo
2846,Funcionário 2846,27,Qualidade,Vitória,777.736.576-29,1975973-3,Graduação,15,1997-06-12,Auditor,2023-09-30,Ativo
2847,Funcionário 2847,44,Operações,Natal,481.954.351-22,4427900-9,Tecnólogo,28,1980-01-05,Gerente de Operações,2022-08-09,Ativo
2848,Funcionário 2848,38,Tecnologia,Belo Horizonte,553.308.923-33,2379842-3,MBA,19,1986-04-21,Desenvolvedor,2023-05-26,Ativo
2849,Funcionário 2849,50,Qualidade,Rio de Janeiro,514.855.070-81,3325566-6,Doutorado,26,1974-07-09,Auditor,2022-10-21,Desligado
2850,Funcionário 2850,22,Produto,Natal,067.415.144-57,8047530-4,Mestrado,1,2002-08-14,Analista de Produto,2024-11-04,Ativo
2851,Funcionário 2851,29,Inovação,Manaus,834.279.730-93,6489362-7,Doutorado,24,1995-10-10,Product Manager,2022-12-23,Desligado
2852,Funcionário 2852,51,Tecnologia,Rio de Janeiro,252.023.589-62,3697911-5,MBA,22,1973-08-15,Desenvolvedor,2023-02-27,Ativo
2853,Funcionário 2853,59,Produto,Recife,828.488.919-63,7444012-5,Graduação,15,1965-10-12,Product Owner,2023-09-07,Ativo
2854,Funcionário 2854,41,Tecnologia,São Paulo,991.945.644-69,4997281-9,Pós-graduação,6,1983-05-25,QA Engineer,2024-06-04,Ativo
2855,Funcionário 2855,44,Financeiro,Recife,004.152.428-43,5289026-7,Mestrado,10,1980-08-18,Gerente Financeiro,2024-02-09,Ativo
2856,Funcionário 2856,54,Produto,Recife,018.977.950-09,1729607-9,Doutorado,27,1970-11-10,Product Owner,2022-09-13,Ativo
2857,Funcionário 2857,50,Produto,Curitiba,367.250.280-47,8741447-7,Pós-graduação,32,1974-12-10,Product Owner,2022-04-28,Ativo
2858,Funcionário 2858,26,Atendimento,Curitiba,073.460.316-95,9175995-9,MBA,29,1998-04-22,Analista de Atendimento,2022-07-20,Ativo
2859,Funcionário 2859,24,Marketing,Vitória,921.645.752-02,9436220-3,Mestrado,3,2000-06-10,Analista de Marketing,2024-09-26,Ativo
2860,Funcionário 2860,58,Comercial,Curitiba,286.785.150-58,2178370-5,Doutorado,7,1966-07-17,Vendedor,2024-05-16,Ativo
2861,Funcionário 2861,55,Atendimento,Joinville,571.556.616-94,1723916-9,Ensino Médio,8,1969-09-19,Atendente,2024-04-29,Ativo
2862,Funcionário 2862,32,Atendimento,Vitória,363.646.059-58,2955671-1,MBA,11,1992-06-04,Atendente,2024-01-29,Ativo
2863,Funcionário 2863,58,Comercial,Salvador,339.563.224-52,7625767-9,Mestrado,11,1966-02-17,Executivo de Contas,2024-01-31,Desligado
2864,Funcionário 2864,35,Suporte,Goiânia,619.212.697-66,7506753-9,Ensino Médio,14,1989-09-27,Coordenador de Suporte,2023-10-01,Ativo
2865,Funcionário 2865,50,Atendimento,São Paulo,784.879.896-83,4765929-0,Graduação,22,1974-02-19,Supervisor de Atendimento,2023-02-10,Ativo
2866,Funcionário 2866,29,Tecnologia,Belém,527.043.692-24,2318372-6,MBA,23,1995-06-27,DevOps,2023-01-05,Ativo
2867,Funcionário 2867,28,Gente & Gestão,Brasília,423.012.746-40,2810583-9,Pós-graduação,35,1996-02-16,Recrutador,2022-01-21,Ativo
2868,Funcionário 2868,38,Gente & Gestão,Joinville,198.637.085-26,8047457-2,Graduação,12,1986-04-26,Analista de RH,2023-12-10,Ativo
2869,Funcionário 2869,47,Suporte,Natal,230.635.673-45,5854173-2,MBA,12,1977-08-15,Coordenador de Suporte,2023-12-24,Ativo
2870,Funcionário 2870,22,Vendas,Vitória,984.104.003-40,3138440-4,Ensino Médio,25,2002-08-07,Gerente de Vendas,2022-11-23,Desligado
2871,Funcionário 2871,47,Tecnologia,Brasília,827.463.523-03,9637783-2,Tecnólogo,12,1977-07-03,Desenvolvedor,2023-12-01,Desligado
2872,Funcionário 2872,34,Gente & Gestão,Salvador,038.069.586-37,4353274-1,MBA,26,1990-11-03,Analista de RH,2022-10-12,Ativo
2873,Funcionário 2873,46,Financeiro,Joinville,112.817.790-08,7597538-3,Doutorado,21,1978-11-13,Gerente Financeiro,2023-03-05,Ativo
2874,Funcionário 2874,31,Qualidade,Salvador,694.728.132-67,6641964-0,Mestrado,8,1993-06-19,Coordenador de Qualidade,2024-04-28,Ativo
2875,Funcionário 2875,48,Marketing,Manaus,337.902.940-80,4320804-1,Mestrado,20,1976-08-12,Gerente de Marketing,2023-04-06,Ativo
2876,Funcionário 2876,54,Atendimento,Vitória,324.527.567-68,5186332-0,Doutorado,29,1970-10-21,Supervisor de Atendimento,2022-07-20,Ativo
2877,Funcionário 2877,57,Marketing,Natal,568.780.712-83,5900791-8,Mestrado,9,1967-06-05,Gerente de Marketing,2024-03-26,Ativo
2878,Funcionário 2878,24,Operações,Florianópolis,918.529.838-76,2238779-5,Graduação,2,2000-03-01,Gerente de Operações,2024-10-26,Ativo
2879,Funcionário 2879,26,Atendimento,Salvador,149.777.649-00,7848620-5,Ensino Médio,29,1998-04-13,Atendente,2022-07-02,Ativo
2880,Funcionário 2880,56,Suporte,Natal,765.282.261-05,1397585-2,Graduação,13,1968-11-09,Técnico de Suporte,2023-11-03,Ativo
2881,Funcionário 2881,45,Suporte,Florianópolis,948.494.345-41,7866565-6,Mestrado,5,1979-08-27,Técnico de Suporte,2024-07-27,Ativo
2882,Funcionário 2882,56,Financeiro,São Paulo,138.865.500-44,7715568-7,MBA,29,1968-12-12,Gerente Financeiro,2022-07-05,Ativo
2883,Funcionário 2883,57,Operações,Fortaleza,832.395.936-61,2458952-2,Graduação,34,1967-02-19,Supervisor,2022-02-01,Ativo
2884,Funcionário 2884,33,Produto,Belo Horizonte,706.618.536-67,1697733-7,Pós-graduação,33,1991-12-17,Analista de Produto,2022-03-12,Ativo
2885,Funcionário 2885,46,Atendimento,Florianópolis,202.033.881-51,8162586-6,Graduação,31,1978-03-01,Supervisor de Atendimento,2022-05-17,Ativo
